section	dataset	key	value
per_telomere	ONT	chr14_q_hap1_correct_kbp	4.692
per_telomere	ONT	chr14_q_hap1_correct_frac	0.9987
per_telomere	ONT	chr14_q_hap1_het_or_mismap_kbp	0.006
per_telomere	ONT	chr14_q_hap1_het_or_mismap_frac	0.0013
per_telomere	ONT	chr14_q_hap2_telo_length_kbp	11.440
per_telomere	ONT	chr14_q_hap2_correct_kbp	11.429
per_telomere	ONT	chr14_q_hap2_correct_frac	0.9990
per_telomere	ONT	chr14_q_hap2_homopolymer_kbp	0.011
per_telomere	ONT	chr14_q_hap2_homopolymer_frac	0.0010
per_telomere	ONT	chr15_p_hap1_telo_length_kbp	16.956
per_telomere	ONT	chr15_p_hap1_correct_kbp	11.957
per_telomere	ONT	chr15_p_hap1_correct_frac	0.7052
per_telomere	ONT	chr15_p_hap1_simple_repeat_kbp	4.999
per_telomere	ONT	chr15_p_hap1_simple_repeat_frac	0.2948
per_telomere	ONT	chr15_p_hap2_telo_length_kbp	12.010
per_telomere	ONT	chr15_p_hap2_correct_kbp	10.510
per_telomere	ONT	chr15_p_hap2_correct_frac	0.8751
per_telomere	ONT	chr15_p_hap2_het_or_mismap_kbp	0.463
per_telomere	ONT	chr15_p_hap2_het_or_mismap_frac	0.0386
per_telomere	ONT	chr15_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr15_p_hap2_softclip_frac	0.0001
per_telomere	ONT	chr15_p_hap2_simple_repeat_kbp	1.036
per_telomere	ONT	chr15_p_hap2_simple_repeat_frac	0.0863
per_telomere	ONT	chr15_q_hap1_telo_length_kbp	11.853
per_telomere	ONT	chr15_q_hap1_correct_kbp	11.794
per_telomere	ONT	chr15_q_hap1_correct_frac	0.9950
per_telomere	ONT	chr15_q_hap1_simple_repeat_kbp	0.059
per_telomere	ONT	chr15_q_hap1_simple_repeat_frac	0.0050
per_telomere	ONT	chr15_q_hap2_telo_length_kbp	17.689
per_telomere	ONT	chr15_q_hap2_correct_kbp	12.750
per_telomere	ONT	chr15_q_hap2_correct_frac	0.7208
per_telomere	ONT	chr15_q_hap2_softclip_kbp	0.001
per_telomere	ONT	chr15_q_hap2_softclip_frac	0.0001
per_telomere	ONT	chr15_q_hap2_simple_repeat_kbp	4.938
per_telomere	ONT	chr15_q_hap2_simple_repeat_frac	0.2792
per_telomere	ONT	chr16_p_hap1_telo_length_kbp	13.884
per_telomere	ONT	chr16_p_hap1_correct_kbp	13.883
per_telomere	ONT	chr16_p_hap1_correct_frac	0.9999
per_telomere	ONT	chr16_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr16_p_hap1_softclip_frac	0.0001
per_telomere	ONT	chr16_p_hap2_telo_length_kbp	4.599
per_telomere	ONT	chr16_p_hap2_correct_kbp	2.369
per_telomere	ONT	chr16_p_hap2_correct_frac	0.5151
per_telomere	ONT	chr16_p_hap2_het_or_mismap_kbp	2.230
per_telomere	ONT	chr16_p_hap2_het_or_mismap_frac	0.4849
per_telomere	ONT	chr16_q_hap1_telo_length_kbp	10.992
per_telomere	ONT	chr16_q_hap1_correct_kbp	10.978
per_telomere	ONT	chr16_q_hap1_correct_frac	0.9987
per_telomere	ONT	chr16_q_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr16_q_hap1_homopolymer_frac	0.0013
per_telomere	ONT	chr16_q_hap2_telo_length_kbp	5.473
per_telomere	ONT	chr16_q_hap2_correct_kbp	0.961
per_telomere	ONT	chr16_q_hap2_correct_frac	0.1756
per_telomere	ONT	chr16_q_hap2_het_or_mismap_kbp	4.512
per_telomere	ONT	chr16_q_hap2_het_or_mismap_frac	0.8244
per_telomere	ONT	chr17_p_hap1_telo_length_kbp	4.853
per_telomere	ONT	chr17_p_hap1_correct_kbp	3.790
per_telomere	ONT	chr17_p_hap1_correct_frac	0.7810
per_telomere	ONT	chr17_p_hap1_het_or_mismap_kbp	1.063
per_telomere	ONT	chr17_p_hap1_het_or_mismap_frac	0.2190
per_telomere	ONT	chr17_p_hap2_telo_length_kbp	6.145
per_telomere	ONT	chr17_p_hap2_correct_kbp	1.723
per_telomere	ONT	chr17_p_hap2_correct_frac	0.2804
per_telomere	ONT	chr17_p_hap2_het_or_mismap_kbp	4.422
per_telomere	ONT	chr17_p_hap2_het_or_mismap_frac	0.7196
per_telomere	ONT	chr17_q_hap1_telo_length_kbp	5.670
per_telomere	ONT	chr17_q_hap1_correct_kbp	5.554
per_telomere	ONT	chr17_q_hap1_correct_frac	0.9795
per_telomere	ONT	chr17_q_hap1_het_or_mismap_kbp	0.116
per_telomere	ONT	chr17_q_hap1_het_or_mismap_frac	0.0205
per_telomere	ONT	chr17_q_hap2_telo_length_kbp	7.037
per_telomere	ONT	chr17_q_hap2_correct_kbp	6.758
per_telomere	ONT	chr17_q_hap2_correct_frac	0.9604
per_telomere	ONT	chr17_q_hap2_het_or_mismap_kbp	0.279
per_telomere	ONT	chr17_q_hap2_het_or_mismap_frac	0.0396
per_telomere	ONT	chr18_p_hap1_telo_length_kbp	1.570
per_telomere	ONT	chr18_p_hap1_correct_kbp	1.570
per_telomere	ONT	chr18_p_hap1_correct_frac	1.0000
per_telomere	ONT	chr18_p_hap2_telo_length_kbp	6.053
per_telomere	ONT	chr18_p_hap2_correct_kbp	5.873
per_telomere	ONT	chr18_p_hap2_correct_frac	0.9703
per_telomere	ONT	chr18_p_hap2_het_or_mismap_kbp	0.179
per_telomere	ONT	chr18_p_hap2_het_or_mismap_frac	0.0296
per_telomere	ONT	chr18_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr18_p_hap2_softclip_frac	0.0002
per_telomere	ONT	chr18_q_hap1_telo_length_kbp	2.073
per_telomere	ONT	chr18_q_hap1_correct_kbp	0.755
per_telomere	ONT	chr18_q_hap1_correct_frac	0.3642
per_telomere	ONT	chr18_q_hap1_misjoin_kbp	0.009
per_telomere	ONT	chr18_q_hap1_misjoin_frac	0.0043
per_telomere	ONT	chr18_q_hap1_het_or_mismap_kbp	1.309
per_telomere	ONT	chr18_q_hap1_het_or_mismap_frac	0.6315
per_telomere	ONT	chr18_q_hap2_telo_length_kbp	2.796
per_telomere	ONT	chr18_q_hap2_correct_kbp	2.054
per_telomere	ONT	chr18_q_hap2_correct_frac	0.7346
per_telomere	ONT	chr18_q_hap2_het_or_mismap_kbp	0.742
per_telomere	ONT	chr18_q_hap2_het_or_mismap_frac	0.2654
per_telomere	ONT	chr19_p_hap1_telo_length_kbp	4.772
per_telomere	ONT	chr19_p_hap1_correct_kbp	3.979
per_telomere	ONT	chr19_p_hap1_correct_frac	0.8338
per_telomere	ONT	chr19_p_hap1_het_or_mismap_kbp	0.792
per_telomere	ONT	chr19_p_hap1_het_or_mismap_frac	0.1660
per_telomere	ONT	chr19_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr19_p_hap1_softclip_frac	0.0002
per_telomere	ONT	chr19_p_hap2_telo_length_kbp	7.242
per_telomere	ONT	chr19_p_hap2_correct_kbp	7.227
per_telomere	ONT	chr19_p_hap2_correct_frac	0.9979
per_telomere	ONT	chr19_p_hap2_het_or_mismap_kbp	0.015
per_telomere	ONT	chr19_p_hap2_het_or_mismap_frac	0.0021
per_telomere	ONT	chr19_q_hap1_telo_length_kbp	5.335
per_telomere	ONT	chr19_q_hap1_correct_kbp	2.218
per_telomere	ONT	chr19_q_hap1_correct_frac	0.4157
per_telomere	ONT	chr19_q_hap1_het_or_mismap_kbp	3.117
per_telomere	ONT	chr19_q_hap1_het_or_mismap_frac	0.5843
per_telomere	ONT	chr19_q_hap2_telo_length_kbp	4.374
per_telomere	ONT	chr19_q_hap2_correct_kbp	1.206
per_telomere	ONT	chr19_q_hap2_correct_frac	0.2757
per_telomere	ONT	chr19_q_hap2_misjoin_kbp	0.032
per_telomere	ONT	chr19_q_hap2_misjoin_frac	0.0073
per_telomere	ONT	chr19_q_hap2_het_or_mismap_kbp	3.135
per_telomere	ONT	chr19_q_hap2_het_or_mismap_frac	0.7167
per_telomere	ONT	chr19_q_hap2_softclip_kbp	0.001
per_telomere	ONT	chr19_q_hap2_softclip_frac	0.0002
per_telomere	ONT	chr2_p_hap1_telo_length_kbp	9.719
per_telomere	ONT	chr2_p_hap1_correct_kbp	9.624
per_telomere	ONT	chr2_p_hap1_correct_frac	0.9902
per_telomere	ONT	chr2_p_hap1_insertion_kbp	0.079
per_telomere	ONT	chr2_p_hap1_insertion_frac	0.0081
per_telomere	ONT	chr2_p_hap1_softclip_kbp	0.002
per_telomere	ONT	chr2_p_hap1_softclip_frac	0.0002
per_telomere	ONT	chr2_p_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr2_p_hap1_homopolymer_frac	0.0014
per_telomere	ONT	chr2_p_hap2_telo_length_kbp	7.648
per_telomere	ONT	chr2_p_hap2_correct_kbp	7.644
per_telomere	ONT	chr2_p_hap2_correct_frac	0.9995
per_telomere	ONT	chr2_p_hap2_softclip_kbp	0.004
per_telomere	ONT	chr2_p_hap2_softclip_frac	0.0005
per_telomere	ONT	chr2_q_hap1_telo_length_kbp	11.827
per_telomere	ONT	chr2_q_hap1_correct_kbp	11.813
per_telomere	ONT	chr2_q_hap1_correct_frac	0.9988
per_telomere	ONT	chr2_q_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr2_q_hap1_homopolymer_frac	0.0012
per_telomere	ONT	chr2_q_hap2_telo_length_kbp	14.862
per_telomere	ONT	chr2_q_hap2_correct_kbp	13.746
per_telomere	ONT	chr2_q_hap2_correct_frac	0.9249
per_telomere	ONT	chr2_q_hap2_softclip_kbp	0.001
per_telomere	ONT	chr2_q_hap2_softclip_frac	0.0001
per_telomere	ONT	chr2_q_hap2_simple_repeat_kbp	1.115
per_telomere	ONT	chr2_q_hap2_simple_repeat_frac	0.0750
per_telomere	ONT	chr20_p_hap1_telo_length_kbp	1.100
per_telomere	ONT	chr20_p_hap1_correct_kbp	1.099
per_telomere	ONT	chr20_p_hap1_correct_frac	0.9991
per_telomere	ONT	chr20_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr20_p_hap1_softclip_frac	0.0009
per_telomere	ONT	chr20_p_hap2_telo_length_kbp	4.496
per_telomere	ONT	chr20_p_hap2_correct_kbp	4.493
per_telomere	ONT	chr20_p_hap2_correct_frac	0.9993
per_telomere	ONT	chr20_p_hap2_het_or_mismap_kbp	0.003
per_telomere	ONT	chr20_p_hap2_het_or_mismap_frac	0.0007
per_telomere	ONT	chr20_q_hap1_telo_length_kbp	6.020
per_telomere	ONT	chr20_q_hap1_correct_kbp	0.146
per_telomere	ONT	chr20_q_hap1_correct_frac	0.0243
per_telomere	ONT	chr20_q_hap1_het_or_mismap_kbp	5.874
per_telomere	ONT	chr20_q_hap1_het_or_mismap_frac	0.9757
per_telomere	ONT	chr20_q_hap2_telo_length_kbp	5.930
per_telomere	ONT	chr20_q_hap2_correct_kbp	5.929
per_telomere	ONT	chr20_q_hap2_correct_frac	0.9998
per_telomere	ONT	chr20_q_hap2_insertion_kbp	0.001
per_telomere	ONT	chr20_q_hap2_insertion_frac	0.0002
per_telomere	ONT	chr21_p_hap1_telo_length_kbp	19.222
per_telomere	ONT	chr21_p_hap1_correct_kbp	13.010
per_telomere	ONT	chr21_p_hap1_correct_frac	0.6768
per_telomere	ONT	chr21_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr21_p_hap1_softclip_frac	0.0001
per_telomere	ONT	chr21_p_hap1_simple_repeat_kbp	6.211
per_telomere	ONT	chr21_p_hap1_simple_repeat_frac	0.3231
per_telomere	ONT	chr21_p_hap2_telo_length_kbp	13.864
per_telomere	ONT	chr21_p_hap2_correct_kbp	12.021
per_telomere	ONT	chr21_p_hap2_correct_frac	0.8671
per_telomere	ONT	chr21_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr21_p_hap2_softclip_frac	0.0001
per_telomere	ONT	chr21_p_hap2_simple_repeat_kbp	1.842
per_telomere	ONT	chr21_p_hap2_simple_repeat_frac	0.1329
per_telomere	ONT	chr21_q_hap1_telo_length_kbp	9.939
per_telomere	ONT	chr21_q_hap1_correct_kbp	9.925
per_telomere	ONT	chr21_q_hap1_correct_frac	0.9986
per_telomere	ONT	chr21_q_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr21_q_hap1_homopolymer_frac	0.0014
per_telomere	ONT	chr21_q_hap2_telo_length_kbp	7.907
per_telomere	ONT	chr21_q_hap2_correct_kbp	7.894
per_telomere	ONT	chr21_q_hap2_correct_frac	0.9984
per_telomere	ONT	chr21_q_hap2_homopolymer_kbp	0.013
per_telomere	ONT	chr21_q_hap2_homopolymer_frac	0.0016
per_telomere	ONT	chr22_p_hap1_telo_length_kbp	13.575
per_telomere	ONT	chr22_p_hap1_correct_kbp	11.234
per_telomere	ONT	chr22_p_hap1_correct_frac	0.8276
per_telomere	ONT	chr22_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr22_p_hap1_softclip_frac	0.0001
per_telomere	ONT	chr22_p_hap1_simple_repeat_kbp	2.340
per_telomere	ONT	chr22_p_hap1_simple_repeat_frac	0.1724
per_telomere	ONT	chr22_q_hap1_telo_length_kbp	11.347
per_telomere	ONT	chr22_q_hap1_correct_kbp	11.333
per_telomere	ONT	chr22_q_hap1_correct_frac	0.9988
per_telomere	ONT	chr22_q_hap1_homopolymer_kbp	0.014
per_telomere	ONT	chr22_q_hap1_homopolymer_frac	0.0012
per_telomere	ONT	chr22_q_hap2_telo_length_kbp	13.226
per_telomere	ONT	chr22_q_hap2_correct_kbp	12.684
per_telomere	ONT	chr22_q_hap2_correct_frac	0.9590
per_telomere	ONT	chr22_q_hap2_het_or_mismap_kbp	0.003
per_telomere	ONT	chr22_q_hap2_het_or_mismap_frac	0.0002
per_telomere	ONT	chr22_q_hap2_softclip_kbp	0.508
per_telomere	ONT	chr22_q_hap2_softclip_frac	0.0384
per_telomere	ONT	chr22_q_hap2_homopolymer_kbp	0.031
per_telomere	ONT	chr22_q_hap2_homopolymer_frac	0.0023
per_telomere	ONT	chr3_p_hap1_telo_length_kbp	3.305
per_telomere	ONT	chr3_p_hap1_correct_kbp	2.400
per_telomere	ONT	chr3_p_hap1_correct_frac	0.7262
per_telomere	ONT	chr3_p_hap1_het_or_mismap_kbp	0.905
per_telomere	ONT	chr3_p_hap1_het_or_mismap_frac	0.2738
per_telomere	ONT	chr3_p_hap2_telo_length_kbp	2.869
per_telomere	ONT	chr3_p_hap2_correct_kbp	2.666
per_telomere	ONT	chr3_p_hap2_correct_frac	0.9292
per_telomere	ONT	chr3_p_hap2_het_or_mismap_kbp	0.203
per_telomere	ONT	chr3_p_hap2_het_or_mismap_frac	0.0708
per_telomere	ONT	chr3_q_hap1_telo_length_kbp	4.361
per_telomere	ONT	chr3_q_hap1_correct_kbp	4.358
per_telomere	ONT	chr3_q_hap1_correct_frac	0.9993
per_telomere	ONT	chr3_q_hap1_het_or_mismap_kbp	0.003
per_telomere	ONT	chr3_q_hap1_het_or_mismap_frac	0.0007
per_telomere	ONT	chr3_q_hap2_telo_length_kbp	2.127
per_telomere	ONT	chr3_q_hap2_correct_kbp	2.045
per_telomere	ONT	chr3_q_hap2_correct_frac	0.9614
per_telomere	ONT	chr3_q_hap2_het_or_mismap_kbp	0.082
per_telomere	ONT	chr3_q_hap2_het_or_mismap_frac	0.0386
per_telomere	ONT	chr4_p_hap1_telo_length_kbp	8.541
per_telomere	ONT	chr4_p_hap1_correct_kbp	8.541
per_telomere	ONT	chr4_p_hap1_correct_frac	1.0000
per_telomere	ONT	chr4_p_hap2_telo_length_kbp	9.196
per_telomere	ONT	chr4_p_hap2_correct_kbp	1.609
per_telomere	ONT	chr4_p_hap2_correct_frac	0.1750
per_telomere	ONT	chr4_p_hap2_het_or_mismap_kbp	7.575
per_telomere	ONT	chr4_p_hap2_het_or_mismap_frac	0.8237
per_telomere	ONT	chr4_p_hap2_insertion_kbp	0.001
per_telomere	ONT	chr4_p_hap2_insertion_frac	0.0001
per_telomere	ONT	chr4_p_hap2_simple_repeat_kbp	0.011
per_telomere	ONT	chr4_p_hap2_simple_repeat_frac	0.0012
per_telomere	ONT	chr4_q_hap1_telo_length_kbp	10.835
per_telomere	ONT	chr4_q_hap1_correct_kbp	10.835
per_telomere	ONT	chr4_q_hap1_correct_frac	1.0000
per_telomere	ONT	chr4_q_hap2_telo_length_kbp	2.253
per_telomere	ONT	chr4_q_hap2_correct_kbp	0.023
per_telomere	ONT	chr4_q_hap2_correct_frac	0.0102
per_telomere	ONT	chr4_q_hap2_het_or_mismap_kbp	2.227
per_telomere	ONT	chr4_q_hap2_het_or_mismap_frac	0.9885
per_telomere	ONT	chr4_q_hap2_low_quality_kbp	0.002
per_telomere	ONT	chr4_q_hap2_low_quality_frac	0.0009
per_telomere	ONT	chr4_q_hap2_mismatch_kbp	0.001
per_telomere	ONT	chr4_q_hap2_mismatch_frac	0.0004
per_telomere	ONT	chr5_p_hap1_telo_length_kbp	11.210
per_telomere	ONT	chr5_p_hap1_correct_kbp	10.970
per_telomere	ONT	chr5_p_hap1_correct_frac	0.9786
per_telomere	ONT	chr5_p_hap1_simple_repeat_kbp	0.240
per_telomere	ONT	chr5_p_hap1_simple_repeat_frac	0.0214
per_telomere	ONT	chr5_p_hap2_telo_length_kbp	10.352
per_telomere	ONT	chr5_p_hap2_correct_kbp	10.351
per_telomere	ONT	chr5_p_hap2_correct_frac	0.9999
per_telomere	ONT	chr5_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr5_p_hap2_softclip_frac	0.0001
per_telomere	ONT	chr5_q_hap1_telo_length_kbp	11.348
per_telomere	ONT	chr5_q_hap1_correct_kbp	11.347
per_telomere	ONT	chr5_q_hap1_correct_frac	0.9999
per_telomere	ONT	chr5_q_hap1_softclip_kbp	0.001
per_telomere	ONT	chr5_q_hap1_softclip_frac	0.0001
per_telomere	ONT	chr5_q_hap2_telo_length_kbp	9.167
per_telomere	ONT	chr5_q_hap2_correct_kbp	9.166
per_telomere	ONT	chr5_q_hap2_correct_frac	0.9999
per_telomere	ONT	chr5_q_hap2_softclip_kbp	0.001
per_telomere	ONT	chr5_q_hap2_softclip_frac	0.0001
per_telomere	ONT	chr6_p_hap1_telo_length_kbp	5.540
per_telomere	ONT	chr6_p_hap1_correct_kbp	0.085
per_telomere	ONT	chr6_p_hap1_correct_frac	0.0153
per_telomere	ONT	chr6_p_hap1_het_or_mismap_kbp	5.455
per_telomere	ONT	chr6_p_hap1_het_or_mismap_frac	0.9847
per_telomere	ONT	chr6_p_hap2_telo_length_kbp	3.653
per_telomere	ONT	chr6_p_hap2_correct_kbp	1.054
per_telomere	ONT	chr6_p_hap2_correct_frac	0.2885
per_telomere	ONT	chr6_p_hap2_misjoin_kbp	0.026
per_telomere	ONT	chr6_p_hap2_misjoin_frac	0.0071
per_telomere	ONT	chr6_p_hap2_het_or_mismap_kbp	2.572
per_telomere	ONT	chr6_p_hap2_het_or_mismap_frac	0.7041
per_telomere	ONT	chr6_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr6_p_hap2_softclip_frac	0.0003
per_telomere	ONT	chr6_q_hap1_telo_length_kbp	4.731
per_telomere	ONT	chr6_q_hap1_correct_kbp	0.872
per_telomere	ONT	chr6_q_hap1_correct_frac	0.1843
per_telomere	ONT	chr6_q_hap1_het_or_mismap_kbp	3.830
per_telomere	ONT	chr6_q_hap1_het_or_mismap_frac	0.8096
per_telomere	ONT	chr6_q_hap1_homopolymer_kbp	0.029
per_telomere	ONT	chr6_q_hap1_homopolymer_frac	0.0061
per_telomere	ONT	chr6_q_hap2_telo_length_kbp	4.186
per_telomere	ONT	chr6_q_hap2_correct_kbp	1.188
per_telomere	ONT	chr6_q_hap2_correct_frac	0.2838
per_telomere	ONT	chr6_q_hap2_het_or_mismap_kbp	2.998
per_telomere	ONT	chr6_q_hap2_het_or_mismap_frac	0.7162
per_telomere	ONT	chr7_p_hap1_telo_length_kbp	6.013
per_telomere	ONT	chr7_p_hap1_correct_kbp	5.412
per_telomere	ONT	chr7_p_hap1_correct_frac	0.9000
per_telomere	ONT	chr7_p_hap1_het_or_mismap_kbp	0.601
per_telomere	ONT	chr7_p_hap1_het_or_mismap_frac	0.1000
per_telomere	ONT	chr7_p_hap2_telo_length_kbp	5.588
per_telomere	ONT	chr7_p_hap2_correct_kbp	3.877
per_telomere	ONT	chr7_p_hap2_correct_frac	0.6938
per_telomere	ONT	chr7_p_hap2_misjoin_kbp	0.023
per_telomere	ONT	chr7_p_hap2_misjoin_frac	0.0041
per_telomere	ONT	chr7_p_hap2_het_or_mismap_kbp	1.687
per_telomere	ONT	chr7_p_hap2_het_or_mismap_frac	0.3019
per_telomere	ONT	chr7_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr7_p_hap2_softclip_frac	0.0002
per_telomere	ONT	chr7_q_hap1_telo_length_kbp	4.045
per_telomere	ONT	chr7_q_hap1_correct_kbp	1.831
per_telomere	ONT	chr7_q_hap1_correct_frac	0.4527
per_telomere	ONT	chr7_q_hap1_misjoin_kbp	0.026
per_telomere	ONT	chr7_q_hap1_misjoin_frac	0.0064
per_telomere	ONT	chr7_q_hap1_het_or_mismap_kbp	2.187
per_telomere	ONT	chr7_q_hap1_het_or_mismap_frac	0.5407
per_telomere	ONT	chr7_q_hap1_homopolymer_kbp	0.001
per_telomere	ONT	chr7_q_hap1_homopolymer_frac	0.0002
per_telomere	ONT	chr7_q_hap2_telo_length_kbp	4.660
per_telomere	ONT	chr7_q_hap2_correct_kbp	0.353
per_telomere	ONT	chr7_q_hap2_correct_frac	0.0758
per_telomere	ONT	chr7_q_hap2_het_or_mismap_kbp	4.307
per_telomere	ONT	chr7_q_hap2_het_or_mismap_frac	0.9242
per_telomere	ONT	chr8_p_hap1_telo_length_kbp	1.029
per_telomere	ONT	chr8_p_hap1_correct_kbp	0.871
per_telomere	ONT	chr8_p_hap1_correct_frac	0.8465
per_telomere	ONT	chr8_p_hap1_het_or_mismap_kbp	0.145
per_telomere	ONT	chr8_p_hap1_het_or_mismap_frac	0.1409
per_telomere	ONT	chr8_p_hap1_insertion_kbp	0.001
per_telomere	ONT	chr8_p_hap1_insertion_frac	0.0010
per_telomere	ONT	chr8_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr8_p_hap1_softclip_frac	0.0010
per_telomere	ONT	chr8_p_hap1_homopolymer_kbp	0.011
per_telomere	ONT	chr8_p_hap1_homopolymer_frac	0.0107
per_telomere	ONT	chr8_p_hap2_telo_length_kbp	5.943
per_telomere	ONT	chr8_p_hap2_correct_kbp	1.673
per_telomere	ONT	chr8_p_hap2_correct_frac	0.2815
per_telomere	ONT	chr8_p_hap2_het_or_mismap_kbp	4.270
per_telomere	ONT	chr8_p_hap2_het_or_mismap_frac	0.7185
per_telomere	ONT	chr8_q_hap1_telo_length_kbp	4.110
per_telomere	ONT	chr8_q_hap1_correct_kbp	4.107
per_telomere	ONT	chr8_q_hap1_correct_frac	0.9993
per_telomere	ONT	chr8_q_hap1_het_or_mismap_kbp	0.003
per_telomere	ONT	chr8_q_hap1_het_or_mismap_frac	0.0007
per_telomere	ONT	chr8_q_hap2_telo_length_kbp	6.442
per_telomere	ONT	chr8_q_hap2_correct_kbp	2.973
per_telomere	ONT	chr8_q_hap2_correct_frac	0.4615
per_telomere	ONT	chr8_q_hap2_het_or_mismap_kbp	3.469
per_telomere	ONT	chr8_q_hap2_het_or_mismap_frac	0.5385
per_telomere	ONT	chr9_p_hap1_telo_length_kbp	7.798
per_telomere	ONT	chr9_p_hap1_correct_kbp	1.977
per_telomere	ONT	chr9_p_hap1_correct_frac	0.2535
per_telomere	ONT	chr9_p_hap1_het_or_mismap_kbp	5.818
per_telomere	ONT	chr9_p_hap1_het_or_mismap_frac	0.7461
per_telomere	ONT	chr9_p_hap1_low_quality_kbp	0.002
per_telomere	ONT	chr9_p_hap1_low_quality_frac	0.0003
per_telomere	ONT	chr9_p_hap1_softclip_kbp	0.001
per_telomere	ONT	chr9_p_hap1_softclip_frac	0.0001
per_telomere	ONT	chr9_p_hap2_telo_length_kbp	2.865
per_telomere	ONT	chr9_p_hap2_correct_kbp	0.003
per_telomere	ONT	chr9_p_hap2_correct_frac	0.0010
per_telomere	ONT	chr9_p_hap2_het_or_mismap_kbp	2.861
per_telomere	ONT	chr9_p_hap2_het_or_mismap_frac	0.9986
per_telomere	ONT	chr9_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chr9_p_hap2_softclip_frac	0.0003
per_telomere	ONT	chr9_q_hap1_telo_length_kbp	5.938
per_telomere	ONT	chr9_q_hap1_correct_kbp	5.656
per_telomere	ONT	chr9_q_hap1_correct_frac	0.9525
per_telomere	ONT	chr9_q_hap1_het_or_mismap_kbp	0.282
per_telomere	ONT	chr9_q_hap1_het_or_mismap_frac	0.0475
per_telomere	ONT	chr9_q_hap2_telo_length_kbp	4.559
per_telomere	ONT	chr9_q_hap2_correct_kbp	1.844
per_telomere	ONT	chr9_q_hap2_correct_frac	0.4045
per_telomere	ONT	chr9_q_hap2_het_or_mismap_kbp	2.715
per_telomere	ONT	chr9_q_hap2_het_or_mismap_frac	0.5955
per_telomere	ONT	chrX_p_hap1_telo_length_kbp	11.223
per_telomere	ONT	chrX_p_hap1_correct_kbp	8.703
per_telomere	ONT	chrX_p_hap1_correct_frac	0.7755
per_telomere	ONT	chrX_p_hap1_misjoin_kbp	1.268
per_telomere	ONT	chrX_p_hap1_misjoin_frac	0.1130
per_telomere	ONT	chrX_p_hap1_softclip_kbp	0.004
per_telomere	ONT	chrX_p_hap1_softclip_frac	0.0004
per_telomere	ONT	chrX_p_hap1_homopolymer_kbp	0.012
per_telomere	ONT	chrX_p_hap1_homopolymer_frac	0.0011
per_telomere	ONT	chrX_p_hap1_simple_repeat_kbp	1.236
per_telomere	ONT	chrX_p_hap1_simple_repeat_frac	0.1101
per_telomere	ONT	chrX_p_hap2_telo_length_kbp	4.704
per_telomere	ONT	chrX_p_hap2_correct_kbp	4.587
per_telomere	ONT	chrX_p_hap2_correct_frac	0.9751
per_telomere	ONT	chrX_p_hap2_misjoin_kbp	0.028
per_telomere	ONT	chrX_p_hap2_misjoin_frac	0.0060
per_telomere	ONT	chrX_p_hap2_low_quality_kbp	0.003
per_telomere	ONT	chrX_p_hap2_low_quality_frac	0.0006
per_telomere	ONT	chrX_p_hap2_softclip_kbp	0.001
per_telomere	ONT	chrX_p_hap2_softclip_frac	0.0002
per_telomere	ONT	chrX_p_hap2_simple_repeat_kbp	0.085
per_telomere	ONT	chrX_p_hap2_simple_repeat_frac	0.0181
per_telomere	ONT	chrX_q_hap1_telo_length_kbp	12.397
per_telomere	ONT	chrX_q_hap1_correct_kbp	12.369
per_telomere	ONT	chrX_q_hap1_correct_frac	0.9977
per_telomere	ONT	chrX_q_hap1_homopolymer_kbp	0.028
per_telomere	ONT	chrX_q_hap1_homopolymer_frac	0.0023
per_telomere	ONT	chrX_q_hap2_telo_length_kbp	3.156
per_telomere	ONT	chrX_q_hap2_correct_kbp	0.923
per_telomere	ONT	chrX_q_hap2_correct_frac	0.2925
per_telomere	ONT	chrX_q_hap2_het_or_mismap_kbp	2.233
per_telomere	ONT	chrX_q_hap2_het_or_mismap_frac	0.7075
global_summary	HiFi	correct_total_kbp	335.484
global_summary	HiFi	correct_fraction	0.484373
global_summary	HiFi	misjoin_total_kbp	13.316
global_summary	HiFi	misjoin_fraction	0.019226
global_summary	HiFi	het_or_mismap_total_kbp	17.334
global_summary	HiFi	het_or_mismap_fraction	0.025027
global_summary	HiFi	low_quality_total_kbp	7.872
global_summary	HiFi	low_quality_fraction	0.011366
global_summary	HiFi	deletion_total_kbp	7.303
global_summary	HiFi	deletion_fraction	0.010544
global_summary	HiFi	insertion_total_kbp	2.701
